[Mon Feb 10 03:32:08 2025], step 0: train loss, -nan, (took 11015.543266 ms)
[Mon Feb 10 04:56:17 2025], step 313: train loss, inf, (took 11168.578334 ms)
[Mon Feb 10 04:56:29 2025], step 314: train loss, inf, (took 11145.554060 ms)
[Mon Feb 10 04:56:41 2025], step 315: train loss, inf, (took 11246.840110 ms)
[Mon Feb 10 04:56:52 2025], step 316: train loss, 88.173309, (took 11150.726483 ms)
[Mon Feb 10 04:57:04 2025], step 317: train loss, inf, (took 11136.130296 ms)
[Mon Feb 10 04:57:15 2025], step 318: train loss, inf, (took 11173.867506 ms)
[Mon Feb 10 04:57:26 2025], step 319: train loss, inf, (took 11169.770975 ms)
[Mon Feb 10 04:57:53 2025], step 320: train loss, inf, (took 11298.018145 ms)
[Mon Feb 10 04:58:05 2025], step 321: train loss, inf, (took 11186.427744 ms)
[Mon Feb 10 04:58:17 2025], step 322: train loss, 88.187500, (took 11299.012139 ms)
[Mon Feb 10 04:58:28 2025], step 323: train loss, inf, (took 11155.951893 ms)
[Mon Feb 10 04:58:40 2025], step 324: train loss, inf, (took 11149.134407 ms)
[Mon Feb 10 04:58:51 2025], step 325: train loss, inf, (took 11562.559316 ms)
[Mon Feb 10 04:59:03 2025], step 326: train loss, inf, (took 11373.866955 ms)
[Mon Feb 10 04:59:15 2025], step 327: train loss, 88.586044, (took 11208.819459 ms)
[Mon Feb 10 04:59:26 2025], step 328: train loss, inf, (took 11138.622854 ms)
[Mon Feb 10 04:59:37 2025], step 329: train loss, 88.551765, (took 11163.852216 ms)
[Mon Feb 10 05:00:04 2025], step 330: train loss, inf, (took 11111.237096 ms)
[Mon Feb 10 05:00:16 2025], step 331: train loss, inf, (took 11219.498525 ms)
[Mon Feb 10 05:00:28 2025], step 332: train loss, inf, (took 11498.224810 ms)
[Mon Feb 10 05:00:39 2025], step 333: train loss, inf, (took 11086.049656 ms)
[Mon Feb 10 05:00:51 2025], step 334: train loss, inf, (took 11235.359173 ms)
[Mon Feb 10 05:01:02 2025], step 335: train loss, inf, (took 11265.300724 ms)
[Mon Feb 10 05:01:13 2025], step 336: train loss, inf, (took 11094.551073 ms)
[Mon Feb 10 05:01:26 2025], step 337: train loss, inf, (took 11297.118829 ms)
[Mon Feb 10 05:01:37 2025], step 338: train loss, inf, (took 11107.749769 ms)
[Mon Feb 10 05:01:48 2025], step 339: train loss, inf, (took 11179.958490 ms)
[Mon Feb 10 05:02:15 2025], step 340: train loss, inf, (took 11098.162566 ms)
[Mon Feb 10 05:02:26 2025], step 341: train loss, inf, (took 11220.337005 ms)
[Mon Feb 10 05:02:38 2025], step 342: train loss, inf, (took 11343.600114 ms)
[Mon Feb 10 05:02:49 2025], step 343: train loss, inf, (took 11341.870572 ms)
[Mon Feb 10 05:03:03 2025], step 344: train loss, inf, (took 12641.083785 ms)
[Mon Feb 10 05:03:15 2025], step 345: train loss, inf, (took 11723.792062 ms)
[Mon Feb 10 05:03:26 2025], step 346: train loss, inf, (took 11399.788495 ms)
[Mon Feb 10 05:03:39 2025], step 347: train loss, inf, (took 11922.119361 ms)
[Mon Feb 10 05:03:51 2025], step 348: train loss, 88.634079, (took 11728.914753 ms)
[Mon Feb 10 05:04:03 2025], step 349: train loss, inf, (took 12100.215297 ms)
[Mon Feb 10 05:04:30 2025], step 350: train loss, inf, (took 11170.988522 ms)
[Mon Feb 10 05:04:43 2025], step 351: train loss, inf, (took 11495.526302 ms)
[Mon Feb 10 05:04:54 2025], step 352: train loss, inf, (took 11304.101118 ms)
[Mon Feb 10 05:05:05 2025], step 353: train loss, inf, (took 11285.107271 ms)
[Mon Feb 10 05:05:18 2025], step 354: train loss, inf, (took 11549.891160 ms)
[Mon Feb 10 05:05:29 2025], step 355: train loss, inf, (took 11431.688561 ms)
[Mon Feb 10 05:05:41 2025], step 356: train loss, inf, (took 11491.559379 ms)
[Mon Feb 10 05:05:53 2025], step 357: train loss, inf, (took 11492.460648 ms)
[Mon Feb 10 05:06:05 2025], step 358: train loss, inf, (took 11541.785149 ms)
[Mon Feb 10 05:06:17 2025], step 359: train loss, inf, (took 11698.864122 ms)
[Mon Feb 10 05:06:49 2025], step 360: train loss, inf, (took 11738.286428 ms)
[Mon Feb 10 05:07:03 2025], step 361: train loss, inf, (took 12917.277785 ms)
[Mon Feb 10 05:07:15 2025], step 362: train loss, inf, (took 12221.588470 ms)
[Mon Feb 10 05:07:28 2025], step 363: train loss, inf, (took 11707.353977 ms)
[Mon Feb 10 05:07:39 2025], step 364: train loss, inf, (took 11701.977243 ms)
[Mon Feb 10 05:07:51 2025], step 365: train loss, inf, (took 11472.258024 ms)
[Mon Feb 10 05:08:04 2025], step 366: train loss, inf, (took 11886.269043 ms)
[Mon Feb 10 05:08:16 2025], step 367: train loss, inf, (took 12022.994320 ms)
[Mon Feb 10 05:08:28 2025], step 368: train loss, inf, (took 11739.692636 ms)
[Mon Feb 10 05:08:41 2025], step 369: train loss, inf, (took 12053.272385 ms)
[Mon Feb 10 05:09:08 2025], step 370: train loss, inf, (took 11758.523889 ms)
[Mon Feb 10 05:09:20 2025], step 371: train loss, inf, (took 11251.850820 ms)
[Mon Feb 10 05:09:31 2025], step 372: train loss, inf, (took 11558.892602 ms)
[Mon Feb 10 05:09:44 2025], step 373: train loss, inf, (took 11670.244677 ms)
[Mon Feb 10 05:09:56 2025], step 374: train loss, inf, (took 11664.476693 ms)
[Mon Feb 10 05:10:08 2025], step 375: train loss, inf, (took 12114.359531 ms)
[Mon Feb 10 05:10:20 2025], step 376: train loss, inf, (took 11900.659198 ms)
[Mon Feb 10 05:10:32 2025], step 377: train loss, inf, (took 11508.975018 ms)
[Mon Feb 10 05:10:44 2025], step 378: train loss, inf, (took 11590.305584 ms)
[Mon Feb 10 05:10:56 2025], step 379: train loss, inf, (took 11530.798126 ms)
[Mon Feb 10 05:11:24 2025], step 380: train loss, inf, (took 11508.397965 ms)
[Mon Feb 10 05:11:35 2025], step 381: train loss, 88.208466, (took 11563.878024 ms)
[Mon Feb 10 05:11:47 2025], step 382: train loss, 88.143112, (took 11715.169093 ms)
[Mon Feb 10 05:12:00 2025], step 383: train loss, inf, (took 12118.341156 ms)
[Mon Feb 10 05:12:12 2025], step 384: train loss, inf, (took 12115.248831 ms)
[Mon Feb 10 05:12:26 2025], step 385: train loss, inf, (took 12749.191249 ms)
[Mon Feb 10 05:12:37 2025], step 386: train loss, inf, (took 11434.872317 ms)
[Mon Feb 10 05:12:49 2025], step 387: train loss, inf, (took 11429.418185 ms)
[Mon Feb 10 05:13:01 2025], step 388: train loss, inf, (took 11639.293175 ms)
[Mon Feb 10 05:13:13 2025], step 389: train loss, inf, (took 11603.979324 ms)
[Mon Feb 10 05:13:42 2025], step 390: train loss, inf, (took 13421.277548 ms)
[Mon Feb 10 05:13:54 2025], step 391: train loss, inf, (took 11489.753510 ms)
[Mon Feb 10 05:14:06 2025], step 392: train loss, inf, (took 11722.565959 ms)
[Mon Feb 10 05:14:18 2025], step 393: train loss, inf, (took 11846.263178 ms)
[Mon Feb 10 05:14:30 2025], step 394: train loss, inf, (took 11944.737490 ms)
[Mon Feb 10 05:14:43 2025], step 395: train loss, inf, (took 11861.028966 ms)
[Mon Feb 10 05:14:54 2025], step 396: train loss, inf, (took 11619.335742 ms)
[Mon Feb 10 05:15:06 2025], step 397: train loss, inf, (took 11557.219994 ms)
[Mon Feb 10 05:15:18 2025], step 398: train loss, inf, (took 11676.977036 ms)
[Mon Feb 10 05:15:30 2025], step 399: train loss, inf, (took 11539.153730 ms)
[Mon Feb 10 05:15:57 2025], step 400: train loss, inf, (took 11435.745337 ms)
[Mon Feb 10 05:16:08 2025], step 401: train loss, inf, (took 11326.632505 ms)
[Mon Feb 10 05:16:21 2025], step 402: train loss, inf, (took 11942.601770 ms)
[Mon Feb 10 05:16:33 2025], step 403: train loss, inf, (took 11476.509884 ms)
[Mon Feb 10 05:16:44 2025], step 404: train loss, inf, (took 11864.726783 ms)
[Mon Feb 10 05:16:57 2025], step 405: train loss, inf, (took 11387.212865 ms)
[Mon Feb 10 05:17:08 2025], step 406: train loss, inf, (took 11420.999988 ms)
[Mon Feb 10 05:17:20 2025], step 407: train loss, inf, (took 11461.036557 ms)
[Mon Feb 10 05:17:32 2025], step 408: train loss, 88.231705, (took 11310.264265 ms)
[Mon Feb 10 05:17:43 2025], step 409: train loss, inf, (took 11646.043032 ms)
[Mon Feb 10 05:18:11 2025], step 410: train loss, inf, (took 11471.067974 ms)
[Mon Feb 10 05:18:23 2025], step 411: train loss, inf, (took 11778.570889 ms)
[Mon Feb 10 05:18:35 2025], step 412: train loss, inf, (took 11350.510272 ms)
[Mon Feb 10 05:18:48 2025], step 413: train loss, inf, (took 12753.938965 ms)
[Mon Feb 10 05:18:59 2025], step 414: train loss, inf, (took 11344.802008 ms)
[Mon Feb 10 05:19:12 2025], step 415: train loss, inf, (took 11670.206349 ms)
[Mon Feb 10 05:19:24 2025], step 416: train loss, 88.783363, (took 12018.395120 ms)
[Mon Feb 10 05:19:37 2025], step 417: train loss, inf, (took 12276.110613 ms)
[Mon Feb 10 05:19:49 2025], step 418: train loss, inf, (took 11760.163569 ms)
[Mon Feb 10 05:20:00 2025], step 419: train loss, inf, (took 11391.078421 ms)
[Mon Feb 10 05:20:28 2025], step 420: train loss, inf, (took 11653.001540 ms)
[Mon Feb 10 05:20:39 2025], step 421: train loss, inf, (took 11672.421717 ms)
[Mon Feb 10 05:20:52 2025], step 422: train loss, inf, (took 11419.241101 ms)
[Mon Feb 10 05:21:03 2025], step 423: train loss, inf, (took 11686.209899 ms)
[Mon Feb 10 05:21:16 2025], step 424: train loss, inf, (took 11578.111746 ms)
[Mon Feb 10 05:21:28 2025], step 425: train loss, inf, (took 12218.565037 ms)
[Mon Feb 10 05:21:40 2025], step 426: train loss, inf, (took 12301.887690 ms)
[Mon Feb 10 05:21:53 2025], step 427: train loss, inf, (took 12027.062267 ms)
[Mon Feb 10 05:22:05 2025], step 428: train loss, inf, (took 12192.781031 ms)
[Mon Feb 10 05:22:17 2025], step 429: train loss, inf, (took 11420.404906 ms)
[Mon Feb 10 05:22:44 2025], step 430: train loss, 88.387360, (took 11425.968720 ms)
[Mon Feb 10 05:22:57 2025], step 431: train loss, inf, (took 11445.688606 ms)
[Mon Feb 10 05:23:08 2025], step 432: train loss, inf, (took 11730.368171 ms)
[Mon Feb 10 05:23:21 2025], step 433: train loss, inf, (took 12396.628395 ms)
[Mon Feb 10 05:23:33 2025], step 434: train loss, inf, (took 11748.926731 ms)
[Mon Feb 10 05:23:45 2025], step 435: train loss, inf, (took 11666.323123 ms)
[Mon Feb 10 05:23:56 2025], step 436: train loss, inf, (took 11254.235303 ms)
[Mon Feb 10 05:24:09 2025], step 437: train loss, inf, (took 11971.592353 ms)
[Mon Feb 10 05:24:20 2025], step 438: train loss, inf, (took 11291.923354 ms)
[Mon Feb 10 05:24:32 2025], step 439: train loss, inf, (took 11668.661365 ms)
[Mon Feb 10 05:25:00 2025], step 440: train loss, inf, (took 11408.843574 ms)
[Mon Feb 10 05:25:13 2025], step 441: train loss, inf, (took 11657.416888 ms)
[Mon Feb 10 05:25:25 2025], step 442: train loss, inf, (took 11604.386807 ms)
[Mon Feb 10 05:25:36 2025], step 443: train loss, inf, (took 11168.347010 ms)
[Mon Feb 10 05:25:48 2025], step 444: train loss, inf, (took 11364.557879 ms)
[Mon Feb 10 05:25:59 2025], step 445: train loss, inf, (took 11280.550389 ms)
[Mon Feb 10 05:26:11 2025], step 446: train loss, inf, (took 11591.906561 ms)
[Mon Feb 10 05:26:24 2025], step 447: train loss, inf, (took 11698.554320 ms)
[Mon Feb 10 05:26:35 2025], step 448: train loss, inf, (took 11240.874793 ms)
[Mon Feb 10 05:26:46 2025], step 449: train loss, inf, (took 11184.370872 ms)
[Mon Feb 10 05:27:13 2025], step 450: train loss, inf, (took 11270.597926 ms)
[Mon Feb 10 05:27:25 2025], step 451: train loss, inf, (took 11323.659115 ms)
[Mon Feb 10 05:27:37 2025], step 452: train loss, inf, (took 11169.956551 ms)
[Mon Feb 10 05:27:48 2025], step 453: train loss, inf, (took 11372.162858 ms)
[Mon Feb 10 05:28:00 2025], step 454: train loss, inf, (took 11274.897897 ms)
[Mon Feb 10 05:28:11 2025], step 455: train loss, inf, (took 11098.525892 ms)
[Mon Feb 10 05:28:22 2025], step 456: train loss, inf, (took 11166.233397 ms)
[Mon Feb 10 05:28:35 2025], step 457: train loss, inf, (took 11302.286392 ms)
[Mon Feb 10 05:28:46 2025], step 458: train loss, inf, (took 11082.452680 ms)
[Mon Feb 10 05:28:57 2025], step 459: train loss, inf, (took 11232.397581 ms)
[Mon Feb 10 05:29:24 2025], step 460: train loss, inf, (took 11200.270666 ms)
[Mon Feb 10 05:29:36 2025], step 461: train loss, inf, (took 11243.752293 ms)
[Mon Feb 10 05:29:47 2025], step 462: train loss, inf, (took 11221.073058 ms)
[Mon Feb 10 05:29:58 2025], step 463: train loss, inf, (took 11164.401186 ms)
[Mon Feb 10 05:30:11 2025], step 464: train loss, inf, (took 11169.925030 ms)
[Mon Feb 10 05:30:22 2025], step 465: train loss, inf, (took 11302.968318 ms)
[Mon Feb 10 05:30:34 2025], step 466: train loss, inf, (took 11936.909785 ms)
[Mon Feb 10 05:30:46 2025], step 467: train loss, inf, (took 11492.411710 ms)
[Mon Feb 10 05:30:57 2025], step 468: train loss, inf, (took 11267.640457 ms)
[Mon Feb 10 05:31:09 2025], step 469: train loss, inf, (took 11273.135229 ms)
[Mon Feb 10 05:31:36 2025], step 470: train loss, inf, (took 11359.868606 ms)
[Mon Feb 10 05:31:48 2025], step 471: train loss, inf, (took 11516.559199 ms)
[Mon Feb 10 05:32:00 2025], step 472: train loss, 88.548309, (took 11260.007554 ms)
[Mon Feb 10 05:32:11 2025], step 473: train loss, inf, (took 11122.242001 ms)
[Mon Feb 10 05:32:23 2025], step 474: train loss, inf, (took 11204.592898 ms)
[Mon Feb 10 05:32:34 2025], step 475: train loss, inf, (took 11144.895147 ms)
[Mon Feb 10 05:32:45 2025], step 476: train loss, inf, (took 11398.248654 ms)
[Mon Feb 10 05:32:58 2025], step 477: train loss, inf, (took 11176.776584 ms)
[Mon Feb 10 05:33:09 2025], step 478: train loss, inf, (took 11263.422735 ms)
[Mon Feb 10 05:33:20 2025], step 479: train loss, inf, (took 11473.719835 ms)
[Mon Feb 10 05:33:48 2025], step 480: train loss, inf, (took 11570.086397 ms)
[Mon Feb 10 05:34:00 2025], step 481: train loss, inf, (took 11352.469223 ms)
[Mon Feb 10 05:34:11 2025], step 482: train loss, inf, (took 11188.710680 ms)
[Mon Feb 10 05:34:22 2025], step 483: train loss, inf, (took 11192.044907 ms)
[Mon Feb 10 05:34:35 2025], step 484: train loss, inf, (took 11125.622209 ms)
[Mon Feb 10 05:34:46 2025], step 485: train loss, inf, (took 11302.422354 ms)
[Mon Feb 10 05:34:57 2025], step 486: train loss, inf, (took 11178.224233 ms)
[Mon Feb 10 05:35:09 2025], step 487: train loss, inf, (took 11337.215455 ms)
[Mon Feb 10 05:35:21 2025], step 488: train loss, 88.196136, (took 11359.616756 ms)
[Mon Feb 10 05:35:32 2025], step 489: train loss, 88.500114, (took 11412.270587 ms)
[Mon Feb 10 05:35:59 2025], step 490: train loss, inf, (took 11153.734744 ms)
[Mon Feb 10 05:36:10 2025], step 491: train loss, inf, (took 11142.386052 ms)
[Mon Feb 10 05:36:22 2025], step 492: train loss, inf, (took 11206.990517 ms)
[Mon Feb 10 05:36:33 2025], step 493: train loss, inf, (took 11189.110807 ms)
[Mon Feb 10 05:36:44 2025], step 494: train loss, inf, (took 11174.655811 ms)
[Mon Feb 10 05:36:57 2025], step 495: train loss, inf, (took 11442.633691 ms)
[Mon Feb 10 05:37:08 2025], step 496: train loss, inf, (took 11173.321466 ms)
[Mon Feb 10 05:37:20 2025], step 497: train loss, inf, (took 11264.807709 ms)
[Mon Feb 10 05:37:31 2025], step 498: train loss, inf, (took 11233.117599 ms)
[Mon Feb 10 05:37:43 2025], step 499: train loss, inf, (took 11199.430160 ms)
[Mon Feb 10 05:38:09 2025], step 500: train loss, inf, (took 11215.172719 ms)
[Mon Feb 10 05:38:21 2025], step 501: train loss, inf, (took 11220.537716 ms)
[Mon Feb 10 05:38:33 2025], step 502: train loss, inf, (took 11238.247363 ms)
[Mon Feb 10 05:38:44 2025], step 503: train loss, inf, (took 11163.332603 ms)
[Mon Feb 10 05:38:55 2025], step 504: train loss, inf, (took 11370.027169 ms)
[Mon Feb 10 05:39:08 2025], step 505: train loss, inf, (took 11786.732297 ms)
[Mon Feb 10 05:39:20 2025], step 506: train loss, inf, (took 11305.142205 ms)
[Mon Feb 10 05:39:32 2025], step 507: train loss, inf, (took 11220.039989 ms)
[Mon Feb 10 05:39:43 2025], step 508: train loss, inf, (took 11227.287883 ms)
[Mon Feb 10 05:39:54 2025], step 509: train loss, inf, (took 11225.774828 ms)
[Mon Feb 10 05:40:21 2025], step 510: train loss, inf, (took 11140.358210 ms)
[Mon Feb 10 05:40:32 2025], step 511: train loss, inf, (took 11491.388955 ms)
[Mon Feb 10 05:40:45 2025], step 512: train loss, inf, (took 11219.721896 ms)
[Mon Feb 10 05:40:56 2025], step 513: train loss, inf, (took 11188.427675 ms)
[Mon Feb 10 05:41:07 2025], step 514: train loss, inf, (took 11128.822279 ms)
[Mon Feb 10 05:41:19 2025], step 515: train loss, inf, (took 11237.478063 ms)
[Mon Feb 10 05:41:30 2025], step 516: train loss, inf, (took 11119.432487 ms)
[Mon Feb 10 05:41:41 2025], step 517: train loss, 87.852814, (took 11171.602057 ms)
[Mon Feb 10 05:41:54 2025], step 518: train loss, inf, (took 11242.638409 ms)
[Mon Feb 10 05:42:05 2025], step 519: train loss, inf, (took 11132.412071 ms)
[Mon Feb 10 05:42:31 2025], step 520: train loss, inf, (took 11184.256825 ms)
[Mon Feb 10 05:42:43 2025], step 521: train loss, inf, (took 11234.587867 ms)
[Mon Feb 10 05:42:55 2025], step 522: train loss, inf, (took 11334.495095 ms)
[Mon Feb 10 05:43:06 2025], step 523: train loss, inf, (took 11425.801381 ms)
[Mon Feb 10 05:43:17 2025], step 524: train loss, inf, (took 11012.697841 ms)
[Mon Feb 10 05:43:30 2025], step 525: train loss, inf, (took 11675.318040 ms)
[Mon Feb 10 05:43:41 2025], step 526: train loss, inf, (took 11054.477188 ms)
[Mon Feb 10 05:43:52 2025], step 527: train loss, inf, (took 11057.903699 ms)
[Mon Feb 10 05:44:04 2025], step 528: train loss, inf, (took 11373.252934 ms)
[Mon Feb 10 05:44:15 2025], step 529: train loss, inf, (took 10958.198379 ms)
[Mon Feb 10 05:44:42 2025], step 530: train loss, 88.212433, (took 11258.261664 ms)
[Mon Feb 10 05:44:53 2025], step 531: train loss, inf, (took 11058.686976 ms)
[Mon Feb 10 05:45:06 2025], step 532: train loss, inf, (took 11525.192543 ms)
[Mon Feb 10 05:45:17 2025], step 533: train loss, inf, (took 11134.925490 ms)
[Mon Feb 10 05:45:28 2025], step 534: train loss, inf, (took 11004.997450 ms)
[Mon Feb 10 05:45:40 2025], step 535: train loss, inf, (took 11483.384721 ms)
[Mon Feb 10 05:45:51 2025], step 536: train loss, inf, (took 11029.131607 ms)
[Mon Feb 10 05:46:02 2025], step 537: train loss, inf, (took 11144.231556 ms)
[Mon Feb 10 05:46:15 2025], step 538: train loss, 88.211128, (took 11432.057455 ms)
[Mon Feb 10 05:46:26 2025], step 539: train loss, inf, (took 11058.639118 ms)
[Mon Feb 10 05:46:54 2025], step 540: train loss, inf, (took 11235.415302 ms)
[Mon Feb 10 05:47:05 2025], step 541: train loss, inf, (took 11169.800178 ms)
[Mon Feb 10 05:47:17 2025], step 542: train loss, inf, (took 11399.980203 ms)
[Mon Feb 10 05:47:28 2025], step 543: train loss, inf, (took 11191.675201 ms)
[Mon Feb 10 05:47:40 2025], step 544: train loss, inf, (took 11079.655600 ms)
[Mon Feb 10 05:47:52 2025], step 545: train loss, inf, (took 11284.609552 ms)
[Mon Feb 10 05:48:03 2025], step 546: train loss, inf, (took 11096.690142 ms)
[Mon Feb 10 05:48:14 2025], step 547: train loss, inf, (took 11173.767779 ms)
[Mon Feb 10 05:48:26 2025], step 548: train loss, inf, (took 11414.410241 ms)
[Mon Feb 10 05:48:38 2025], step 549: train loss, inf, (took 11088.666224 ms)
[Mon Feb 10 05:49:04 2025], step 550: train loss, inf, (took 11257.503513 ms)
[Mon Feb 10 05:49:16 2025], step 551: train loss, inf, (took 11406.908681 ms)
[Mon Feb 10 05:49:27 2025], step 552: train loss, inf, (took 11269.011573 ms)
[Mon Feb 10 05:49:39 2025], step 553: train loss, inf, (took 11262.871415 ms)
[Mon Feb 10 05:49:50 2025], step 554: train loss, inf, (took 11120.200209 ms)
[Mon Feb 10 05:50:02 2025], step 555: train loss, inf, (took 11385.695571 ms)
[Mon Feb 10 05:50:14 2025], step 556: train loss, inf, (took 11203.477131 ms)
[Mon Feb 10 05:50:25 2025], step 557: train loss, inf, (took 11213.707742 ms)
[Mon Feb 10 05:50:38 2025], step 558: train loss, inf, (took 11558.973649 ms)
[Mon Feb 10 05:50:48 2025], step 559: train loss, inf, (took 10891.485956 ms)
[Mon Feb 10 05:51:15 2025], step 560: train loss, inf, (took 11400.910461 ms)
[Mon Feb 10 05:51:26 2025], step 561: train loss, inf, (took 10971.120057 ms)
[Mon Feb 10 05:51:38 2025], step 562: train loss, inf, (took 11224.873873 ms)
[Mon Feb 10 05:51:50 2025], step 563: train loss, inf, (took 11183.867592 ms)
[Mon Feb 10 05:52:01 2025], step 564: train loss, inf, (took 11152.530113 ms)
[Mon Feb 10 05:52:12 2025], step 565: train loss, inf, (took 11484.571283 ms)
[Mon Feb 10 05:52:24 2025], step 566: train loss, inf, (took 10996.598207 ms)
[Mon Feb 10 05:52:35 2025], step 567: train loss, inf, (took 11353.063445 ms)
[Mon Feb 10 05:52:47 2025], step 568: train loss, inf, (took 11592.303872 ms)
[Mon Feb 10 05:52:58 2025], step 569: train loss, inf, (took 10763.894482 ms)
[Mon Feb 10 05:53:27 2025], step 570: train loss, inf, (took 12224.003430 ms)
[Mon Feb 10 05:53:38 2025], step 571: train loss, inf, (took 11661.147775 ms)
[Mon Feb 10 05:53:50 2025], step 572: train loss, inf, (took 11488.151619 ms)
[Mon Feb 10 05:54:02 2025], step 573: train loss, inf, (took 11314.472880 ms)
[Mon Feb 10 05:54:13 2025], step 574: train loss, inf, (took 11374.349131 ms)
[Mon Feb 10 05:54:25 2025], step 575: train loss, inf, (took 11726.936030 ms)
[Mon Feb 10 05:54:37 2025], step 576: train loss, 87.962173, (took 11410.762996 ms)
[Mon Feb 10 05:54:49 2025], step 577: train loss, inf, (took 11849.266285 ms)
[Mon Feb 10 05:55:00 2025], step 578: train loss, inf, (took 11513.399468 ms)
[Mon Feb 10 05:55:11 2025], step 579: train loss, 88.418571, (took 10717.946284 ms)
[Mon Feb 10 05:55:39 2025], step 580: train loss, inf, (took 11605.742348 ms)
[Mon Feb 10 05:55:50 2025], step 581: train loss, inf, (took 11114.341326 ms)
[Mon Feb 10 05:56:01 2025], step 582: train loss, inf, (took 11513.460296 ms)
[Mon Feb 10 05:56:13 2025], step 583: train loss, inf, (took 11346.693660 ms)
[Mon Feb 10 05:56:25 2025], step 584: train loss, inf, (took 11481.912909 ms)
[Mon Feb 10 05:56:36 2025], step 585: train loss, inf, (took 11392.594749 ms)
[Mon Feb 10 05:56:48 2025], step 586: train loss, inf, (took 11455.828314 ms)
[Mon Feb 10 05:57:00 2025], step 587: train loss, 88.373611, (took 11502.304568 ms)
[Mon Feb 10 05:57:12 2025], step 588: train loss, inf, (took 11826.926009 ms)
[Mon Feb 10 05:57:24 2025], step 589: train loss, inf, (took 11751.978105 ms)
[Mon Feb 10 05:57:51 2025], step 590: train loss, inf, (took 11408.694833 ms)
[Mon Feb 10 05:58:02 2025], step 591: train loss, inf, (took 11376.382024 ms)
[Mon Feb 10 05:58:13 2025], step 592: train loss, inf, (took 11285.815962 ms)
[Mon Feb 10 05:58:25 2025], step 593: train loss, 88.279991, (took 11298.099035 ms)
[Mon Feb 10 05:58:36 2025], step 594: train loss, inf, (took 11234.864224 ms)
[Mon Feb 10 05:58:48 2025], step 595: train loss, inf, (took 11372.508688 ms)
[Mon Feb 10 05:59:00 2025], step 596: train loss, inf, (took 11277.722615 ms)
[Mon Feb 10 05:59:11 2025], step 597: train loss, inf, (took 11241.390225 ms)
[Mon Feb 10 05:59:23 2025], step 598: train loss, inf, (took 11400.073306 ms)
[Mon Feb 10 05:59:34 2025], step 599: train loss, inf, (took 11224.550787 ms)
[Mon Feb 10 06:00:01 2025], step 600: train loss, inf, (took 11371.936904 ms)
[Mon Feb 10 06:00:13 2025], step 601: train loss, inf, (took 11364.020544 ms)
[Mon Feb 10 06:00:24 2025], step 602: train loss, inf, (took 11193.398864 ms)
[Mon Feb 10 06:00:36 2025], step 603: train loss, inf, (took 11846.021042 ms)
[Mon Feb 10 06:00:48 2025], step 604: train loss, inf, (took 11368.849499 ms)
[Mon Feb 10 06:00:59 2025], step 605: train loss, inf, (took 11307.014569 ms)
[Mon Feb 10 06:01:11 2025], step 606: train loss, 88.284409, (took 11318.503929 ms)
[Mon Feb 10 06:01:22 2025], step 607: train loss, inf, (took 11247.798403 ms)
[Mon Feb 10 06:01:35 2025], step 608: train loss, inf, (took 11552.979944 ms)
[Mon Feb 10 06:01:46 2025], step 609: train loss, inf, (took 11892.822451 ms)
[Mon Feb 10 06:02:15 2025], step 610: train loss, inf, (took 12395.551815 ms)
[Mon Feb 10 06:02:26 2025], step 611: train loss, inf, (took 11434.932769 ms)
[Mon Feb 10 06:02:38 2025], step 612: train loss, inf, (took 11499.230381 ms)
[Mon Feb 10 06:02:50 2025], step 613: train loss, inf, (took 11456.168794 ms)
[Mon Feb 10 06:03:02 2025], step 614: train loss, inf, (took 11635.668999 ms)
[Mon Feb 10 06:03:15 2025], step 615: train loss, inf, (took 12063.112729 ms)
[Mon Feb 10 06:03:26 2025], step 616: train loss, inf, (took 11800.257626 ms)
[Mon Feb 10 06:03:38 2025], step 617: train loss, inf, (took 11318.953007 ms)
[Mon Feb 10 06:03:50 2025], step 618: train loss, inf, (took 11493.866457 ms)
[Mon Feb 10 06:04:01 2025], step 619: train loss, inf, (took 11154.177890 ms)
[Mon Feb 10 06:04:29 2025], step 620: train loss, inf, (took 11550.805808 ms)
[Mon Feb 10 06:04:40 2025], step 621: train loss, inf, (took 11246.366958 ms)
[Mon Feb 10 06:04:52 2025], step 622: train loss, inf, (took 11498.181528 ms)
[Mon Feb 10 06:05:03 2025], step 623: train loss, inf, (took 11204.494971 ms)
[Mon Feb 10 06:05:15 2025], step 624: train loss, inf, (took 11320.921490 ms)
[Mon Feb 10 06:05:27 2025], step 625: train loss, inf, (took 11739.802057 ms)
[Mon Feb 10 06:05:40 2025], step 626: train loss, inf, (took 12355.314727 ms)
[Mon Feb 10 06:05:51 2025], step 627: train loss, inf, (took 11460.742745 ms)
[Mon Feb 10 06:06:04 2025], step 628: train loss, inf, (took 11761.809729 ms)
[Mon Feb 10 06:06:15 2025], step 629: train loss, inf, (took 11269.466496 ms)
[Mon Feb 10 06:06:42 2025], step 630: train loss, 88.437668, (took 11716.846504 ms)
[Mon Feb 10 06:06:54 2025], step 631: train loss, 88.662651, (took 11076.171345 ms)
[Mon Feb 10 06:07:06 2025], step 632: train loss, 88.512695, (took 11260.782661 ms)
[Mon Feb 10 06:07:17 2025], step 633: train loss, inf, (took 11131.748402 ms)
[Mon Feb 10 06:07:28 2025], step 634: train loss, inf, (took 11272.108217 ms)
